participant,session,age,gender,handedness,phase,overall_trial_num,trial_in_block,mem_filename,mem_ground_truth,controlled,mem_response,mem_rt,mem_trigger_onset,mem_trigger_resp
1,001,20,f,r,memory_test,503,241,mulberry_02s,seen,no,no,0.577312600100413,51,62
1,001,20,f,r,memory_test,504,242,sleeping_bag_12s,seen,yes,no,0.6607071000616997,51,62
1,001,20,f,r,memory_test,505,243,vacuum_09s,unseen,,no,0.6853165000211447,52,61
1,001,20,f,r,memory_test,506,244,apron_10s,unseen,,no,0.46119519998319447,52,61
1,001,20,f,r,memory_test,507,245,bracelet1_05s,seen,yes,no,3.1995558999478817,51,62
1,001,20,f,r,memory_test,508,246,sponge_06s,unseen,,no,0.6174418999580666,52,61
1,001,20,f,r,memory_test,509,247,limousine_01s,seen,yes,no,0.51972109999042,51,62
1,001,20,f,r,memory_test,510,248,dolphin_09n,seen,no,no,0.7551164000760764,51,62
1,001,20,f,r,memory_test,511,249,pants_05s,unseen,,no,0.3701293000485748,52,61
1,001,20,f,r,memory_test,512,250,lion_15s,unseen,,no,0.9342608000151813,52,61
1,001,20,f,r,memory_test,513,251,locker_08s,seen,no,no,0.5725792000303045,51,62
1,001,20,f,r,memory_test,514,252,praying_mantis_20s,seen,yes,no,0.38257459993474185,51,62
1,001,20,f,r,memory_test,515,253,sequin_12s,unseen,,no,0.706355300033465,52,61
1,001,20,f,r,memory_test,516,254,dumpster_02s,seen,yes,no,0.335725300014019,51,62
1,001,20,f,r,memory_test,517,255,creme_brulee_10s,seen,no,no,0.8348909000633284,51,62
1,001,20,f,r,memory_test,518,256,calf1_01b,unseen,,no,0.6589426000136882,52,61
1,001,20,f,r,memory_test,519,257,toad_06s,seen,no,no,0.457663599983789,51,62
1,001,20,f,r,memory_test,520,258,cross_14s,seen,yes,yes,0.817382000037469,51,61
1,001,20,f,r,memory_test,521,259,hot_chocolate_07s,seen,yes,no,0.6878578999312595,51,62
1,001,20,f,r,memory_test,522,260,hamster_13s,unseen,,no,0.6824968999717385,52,61
1,001,20,f,r,memory_test,523,261,dalmatian_10s,seen,yes,no,0.5136025999672711,51,62
1,001,20,f,r,memory_test,524,262,rooster_09s,unseen,,no,0.5786200000438839,52,61
1,001,20,f,r,memory_test,525,263,handbrake_07s,seen,yes,no,0.9524374000029638,51,62
1,001,20,f,r,memory_test,526,264,cookie_14s,unseen,,yes,0.8229845999740064,52,62
1,001,20,f,r,memory_test,527,265,bib_15n,unseen,,no,0.4227469000034034,52,61
1,001,20,f,r,memory_test,528,266,crouton_07s,unseen,,yes,0.9326094000134617,52,62
1,001,20,f,r,memory_test,529,267,football_helmet_05s,seen,no,no,0.6212478000670671,51,62
1,001,20,f,r,memory_test,530,268,headset_09s,unseen,,no,0.6150864000665024,52,61
1,001,20,f,r,memory_test,531,269,diamond_16s,unseen,,no,0.5730224999133497,52,61
1,001,20,f,r,memory_test,532,270,toast_07s,unseen,,no,0.7303066999884322,52,61
1,001,20,f,r,memory_test,533,271,worm_06s,seen,yes,no,0.48457630001939833,51,62
1,001,20,f,r,memory_test,534,272,breadstick_02s,unseen,,no,0.42138010007329285,52,61
1,001,20,f,r,memory_test,535,273,cigarette_06s,unseen,,no,1.6882090999279171,52,61
1,001,20,f,r,memory_test,536,274,cheesecake_13s,unseen,,no,1.6676238999934867,52,61
1,001,20,f,r,memory_test,537,275,shark_06s,unseen,,no,0.6690926000010222,52,61
1,001,20,f,r,memory_test,538,276,sauerkraut_03s,seen,yes,no,0.6142219000030309,51,62
1,001,20,f,r,memory_test,539,277,mushroom_08n,seen,no,no,0.5525900999782607,51,62
1,001,20,f,r,memory_test,540,278,mouthpiece_03s,unseen,,no,0.5845731999725103,52,61
1,001,20,f,r,memory_test,541,279,tomato_sauce_14s,unseen,,yes,1.583148799953051,52,62
1,001,20,f,r,memory_test,542,280,toad_16s,unseen,,no,0.5001782000763342,52,61
1,001,20,f,r,memory_test,543,281,bean_04s,seen,yes,no,0.9092271000845358,51,62
1,001,20,f,r,memory_test,544,282,pepper2_07s,seen,yes,no,0.4513499999884516,51,62
1,001,20,f,r,memory_test,545,283,boa_11s,unseen,,no,0.4566598000237718,52,61
1,001,20,f,r,memory_test,546,284,headband_10s,unseen,,no,0.5453309000004083,52,61
1,001,20,f,r,memory_test,547,285,cloak_12s,seen,yes,no,0.48954580002464354,51,62
1,001,20,f,r,memory_test,548,286,nightshirt_08s,unseen,,no,0.5325491999974474,52,61
1,001,20,f,r,memory_test,549,287,rattle_04s,unseen,,no,0.44772179995197803,52,61
1,001,20,f,r,memory_test,550,288,juicer1_06s,seen,yes,no,0.30149230000097305,51,62
1,001,20,f,r,memory_test,551,289,toast_13s,seen,no,no,0.5634416000684723,51,62
1,001,20,f,r,memory_test,552,290,candy_cane_07s,unseen,,no,0.4624726000474766,52,61
1,001,20,f,r,memory_test,553,291,football_helmet_14s,unseen,,no,0.5607927999226376,52,61
1,001,20,f,r,memory_test,554,292,hobbyhorse_01b,unseen,,no,0.6236677999841049,52,61
1,001,20,f,r,memory_test,555,293,kangaroo_11s,seen,yes,yes,1.0396614000201225,51,61
1,001,20,f,r,memory_test,556,294,lighter_08s,seen,no,no,0.631324400077574,51,62
1,001,20,f,r,memory_test,557,295,sweeper_02s,seen,no,no,0.5485120000084862,51,62
1,001,20,f,r,memory_test,558,296,limousine_10s,unseen,,no,0.3543760000029579,52,61
1,001,20,f,r,memory_test,559,297,hydrant_01s,seen,no,no,0.46325350005645305,51,62
1,001,20,f,r,memory_test,560,298,air_mattress_13s,unseen,,no,0.4950134999817237,52,61
1,001,20,f,r,memory_test,561,299,vest_09s,seen,no,no,0.37752050010021776,51,62
1,001,20,f,r,memory_test,562,300,blower_12s,unseen,,no,0.3913392999675125,52,61
1,001,20,f,r,memory_test,563,301,lanyard_13s,seen,yes,no,1.526153099955991,51,62
1,001,20,f,r,memory_test,564,302,pea_02s,unseen,,no,0.5992738000350073,52,61
1,001,20,f,r,memory_test,565,303,praying_mantis_04s,unseen,,yes,0.8652062999317423,52,62
1,001,20,f,r,memory_test,566,304,sauerkraut_07s,unseen,,no,0.5027132999384776,52,61
1,001,20,f,r,memory_test,567,305,hairdryer_07s,unseen,,no,0.43853190005756915,52,61
1,001,20,f,r,memory_test,568,306,pantsuit_07s,seen,no,no,0.4272656000684947,51,62
1,001,20,f,r,memory_test,569,307,washing_machine_05s,seen,no,no,0.5570534000871703,51,62
1,001,20,f,r,memory_test,570,308,pita_08s,unseen,,no,0.6782155999680981,52,61
1,001,20,f,r,memory_test,571,309,sink_15n,unseen,,no,0.44423240004107356,52,61
1,001,20,f,r,memory_test,572,310,punching_bag_12s,seen,yes,no,0.3908262000186369,51,62
1,001,20,f,r,memory_test,573,311,dragonfly_09s,seen,no,yes,0.9983268999494612,51,61
1,001,20,f,r,memory_test,574,312,coin_03s,seen,yes,no,0.5630333999870345,51,62
1,001,20,f,r,memory_test,575,313,wooden_leg_02s,seen,yes,no,0.5214672000147402,51,62
1,001,20,f,r,memory_test,576,314,wetsuit_03s,seen,no,no,0.5607975000748411,51,62
1,001,20,f,r,memory_test,577,315,jelly_bean_10s,unseen,,yes,0.7247470999136567,52,62
1,001,20,f,r,memory_test,578,316,ice_cream_04s,unseen,,no,0.6681894999928772,52,61
1,001,20,f,r,memory_test,579,317,light_switch_10s,unseen,,no,0.689144300064072,52,61
1,001,20,f,r,memory_test,580,318,cornhusk_03s,unseen,,no,0.7632848999928683,52,61
1,001,20,f,r,memory_test,581,319,eggshell_10s,unseen,,no,0.5906143999891356,52,61
1,001,20,f,r,memory_test,582,320,snorkel_09s,seen,no,no,0.8513583999592811,51,62
1,001,20,f,r,memory_test,583,321,snorkel_05s,unseen,,no,0.48538660001941025,52,61
1,001,20,f,r,memory_test,584,322,nightshirt_01b,seen,yes,no,0.43263629998546094,51,62
1,001,20,f,r,memory_test,585,323,barrette_01b,seen,no,no,0.8528673000400886,51,62
1,001,20,f,r,memory_test,586,324,avocado_01b,unseen,,yes,0.9975532999960706,52,62
1,001,20,f,r,memory_test,587,325,parfait_20s,seen,yes,no,0.4493613999802619,51,62
1,001,20,f,r,memory_test,588,326,calf1_12s,seen,no,no,1.349762300029397,51,62
1,001,20,f,r,memory_test,589,327,polo_shirt_04s,seen,yes,no,0.5035262999590486,51,62
1,001,20,f,r,memory_test,590,328,bunkbed_13s,unseen,,no,0.5772659999784082,52,61
1,001,20,f,r,memory_test,591,329,goat_02n,seen,yes,no,0.6875253000762314,51,62
1,001,20,f,r,memory_test,592,330,donut_02s,seen,no,no,1.2379330000840127,51,62
1,001,20,f,r,memory_test,593,331,salami_13s,unseen,,no,0.6547276999335736,52,61
1,001,20,f,r,memory_test,594,332,memory_stick_05s,seen,no,no,0.9118483000202104,51,62
1,001,20,f,r,memory_test,595,333,ready_meal_11s,seen,yes,no,0.6071691999677569,51,62
1,001,20,f,r,memory_test,596,334,sponge_14s,seen,no,no,0.6416109000565484,51,62
1,001,20,f,r,memory_test,597,335,pacifier_04s,unseen,,no,0.45441690005827695,52,61
1,001,20,f,r,memory_test,598,336,celery_08n,unseen,,no,0.4424751999322325,52,61
1,001,20,f,r,memory_test,599,337,cat_08s,unseen,,no,0.4388010000111535,52,61
1,001,20,f,r,memory_test,600,338,air_mattress_03s,seen,yes,no,0.5310364000033587,51,62
1,001,20,f,r,memory_test,601,339,dough_19s,seen,yes,no,0.3957542999414727,51,62
1,001,20,f,r,memory_test,602,340,cloak_13s,unseen,,no,0.6784401999320835,52,61
1,001,20,f,r,memory_test,603,341,shower_cap_12s,seen,yes,yes,1.3416513999691233,51,61
1,001,20,f,r,memory_test,604,342,kangaroo_12s,unseen,,no,2.296168699976988,52,61
1,001,20,f,r,memory_test,605,343,light_switch_17s,seen,yes,no,0.7041831000242382,51,62
1,001,20,f,r,memory_test,606,344,hobbyhorse_04s,seen,no,yes,0.9258157000876963,51,61
1,001,20,f,r,memory_test,607,345,dolphin_02s,unseen,,no,0.5156672999728471,52,61
1,001,20,f,r,memory_test,608,346,cookie_cutter_02s,seen,yes,no,0.4733470999635756,51,62
1,001,20,f,r,memory_test,609,347,taffy_02s,seen,yes,no,0.578702500090003,51,62
1,001,20,f,r,memory_test,610,348,ham_10s,seen,no,no,0.9445025000022724,51,62
1,001,20,f,r,memory_test,611,349,grater_03s,seen,no,no,0.7700913000153378,51,62
1,001,20,f,r,memory_test,612,350,undershirt_04s,unseen,,no,0.723238299950026,52,61
1,001,20,f,r,memory_test,613,351,green_beans_12s,seen,no,no,0.5275454000802711,51,62
1,001,20,f,r,memory_test,614,352,asparagus_07s,seen,yes,no,0.9936386999906972,51,62
1,001,20,f,r,memory_test,615,353,peppermint_10s,seen,no,no,1.3288994000758976,51,62
1,001,20,f,r,memory_test,616,354,float_08s,seen,yes,yes,1.964493100065738,51,61
1,001,20,f,r,memory_test,617,355,bowtie_14s,seen,no,no,0.5333109999774024,51,62
1,001,20,f,r,memory_test,618,356,locker_12s,unseen,,no,0.6169975000666454,52,61
1,001,20,f,r,memory_test,619,357,boxing_gloves_08s,seen,yes,yes,0.707429000060074,51,61
1,001,20,f,r,memory_test,620,358,donut_15s,unseen,,no,0.6299972000997514,52,61
1,001,20,f,r,memory_test,621,359,filing_cabinet_09s,unseen,,no,0.6063170999987051,52,61
1,001,20,f,r,memory_test,622,360,jumpsuit_07s,seen,yes,no,0.549879299942404,51,62
1,001,20,f,r,memory_test,623,361,sloth_03s,seen,yes,yes,0.8374978000065312,51,61
1,001,20,f,r,memory_test,624,362,bedpan_13s,seen,no,no,0.5317548000020906,51,62
1,001,20,f,r,memory_test,625,363,target_12s,unseen,,no,0.6057327999733388,52,61
1,001,20,f,r,memory_test,626,364,batter_08s,unseen,,no,0.6580313000595197,52,61
1,001,20,f,r,memory_test,627,365,eggshell_12s,seen,no,yes,0.8884183999616653,51,61
1,001,20,f,r,memory_test,628,366,badge_02s,unseen,,no,0.8076182999648154,52,61
1,001,20,f,r,memory_test,629,367,robot_07s,unseen,,no,0.6819162000901997,52,61
1,001,20,f,r,memory_test,630,368,football_05s,unseen,,no,0.8193184999981895,52,61
1,001,20,f,r,memory_test,631,369,pinball_02s,seen,no,no,0.5064849000191316,51,62
1,001,20,f,r,memory_test,632,370,pinball_09s,unseen,,no,0.45023140008561313,52,61
1,001,20,f,r,memory_test,633,371,green_beans_03s,unseen,,no,0.5745495000155643,52,61
1,001,20,f,r,memory_test,634,372,olive_04s,seen,yes,no,0.3962931999703869,51,62
1,001,20,f,r,memory_test,635,373,mulberry_14s,unseen,,no,0.6154084999579936,52,61
1,001,20,f,r,memory_test,636,374,curling_iron_05s,seen,no,no,0.5956385000608861,51,62
1,001,20,f,r,memory_test,637,375,glove_13s,seen,no,yes,0.9208327999804169,51,61
1,001,20,f,r,memory_test,638,376,trap_03s,seen,yes,no,1.0255792000098154,51,62
1,001,20,f,r,memory_test,639,377,dip_05s,seen,yes,yes,0.9187287999084219,51,61
1,001,20,f,r,memory_test,640,378,tube_top_01b,unseen,,no,0.567183000035584,52,61
1,001,20,f,r,memory_test,641,379,koala_10s,seen,no,yes,1.2856698000105098,51,61
1,001,20,f,r,memory_test,642,380,pill_06s,seen,no,no,0.5698877000249922,51,62
1,001,20,f,r,memory_test,643,381,urinal_10s,seen,yes,no,0.47025439993012697,51,62
1,001,20,f,r,memory_test,644,382,container_04s,seen,no,no,0.6245836999733001,51,62
1,001,20,f,r,memory_test,645,383,rattle_12s,seen,yes,no,0.6157358000054955,51,62
1,001,20,f,r,memory_test,646,384,faucet_11s,unseen,,no,0.518214900046587,52,61
1,001,20,f,r,memory_test,647,385,wrench_03s,seen,no,yes,0.704397700028494,51,61
1,001,20,f,r,memory_test,648,386,goat_08s,unseen,,no,0.6576784999342635,52,61
1,001,20,f,r,memory_test,649,387,quesadilla_06s,unseen,,yes,0.7194306999444962,52,62
1,001,20,f,r,memory_test,650,388,lollipop_06n,seen,yes,no,0.5636903999838978,51,62
1,001,20,f,r,memory_test,651,389,cream_cheese_07s,seen,no,yes,0.9086060000117868,51,61
1,001,20,f,r,memory_test,652,390,macaroni_13s,unseen,,no,0.6686055000172928,52,61
1,001,20,f,r,memory_test,653,391,hot_chocolate_12s,unseen,,no,0.6626068000914529,52,61
1,001,20,f,r,memory_test,654,392,pencil_sharpener_10s,unseen,,no,0.8684321999317035,52,61
1,001,20,f,r,memory_test,655,393,chick_06s,seen,yes,no,1.3844222000334412,51,62
1,001,20,f,r,memory_test,656,394,tattoo_04s,unseen,,no,0.6333446999778971,52,61
1,001,20,f,r,memory_test,657,395,diamond_14s,seen,no,no,0.5485321000451222,51,62
1,001,20,f,r,memory_test,658,396,cashew_02s,seen,no,yes,1.2344076000154018,51,61
1,001,20,f,r,memory_test,659,397,pill_03s,unseen,,no,0.6890478000277653,52,61
1,001,20,f,r,memory_test,660,398,caviar_12s,unseen,,no,0.6008836999535561,52,61
1,001,20,f,r,memory_test,661,399,walrus_01b,unseen,,no,0.4711957999970764,52,61
1,001,20,f,r,memory_test,662,400,test_tube_12s,seen,yes,no,0.4972427000757307,51,62
1,001,20,f,r,memory_test,663,401,dumpster_10s,unseen,,no,0.7848740000044927,52,61
1,001,20,f,r,memory_test,664,402,parfait_17s,unseen,,no,1.059768799925223,52,61
1,001,20,f,r,memory_test,665,403,shaving_cream_05s,seen,no,no,0.7584391999989748,51,62
1,001,20,f,r,memory_test,666,404,pet_food_10s,unseen,,no,0.553251100005582,52,61
1,001,20,f,r,memory_test,667,405,hydrant_12s,unseen,,no,0.8510624000336975,52,61
1,001,20,f,r,memory_test,668,406,salami_08s,seen,no,no,0.5478937999578193,51,62
1,001,20,f,r,memory_test,669,407,turf_07s,unseen,,no,0.5338809000095353,52,61
1,001,20,f,r,memory_test,670,408,swab_14s,seen,yes,yes,1.5564468000084162,51,61
1,001,20,f,r,memory_test,671,409,koala_12s,unseen,,yes,0.8753806001041085,52,62
1,001,20,f,r,memory_test,672,410,headset_03s,seen,no,no,2.0378730000229552,51,62
1,001,20,f,r,memory_test,673,411,gearshift_03n,seen,no,no,0.8083776999264956,51,62
1,001,20,f,r,memory_test,674,412,pea_14s,seen,no,no,0.601186600048095,51,62
1,001,20,f,r,memory_test,675,413,asparagus_04s,unseen,,no,0.4668326999526471,52,61
1,001,20,f,r,memory_test,676,414,duster_01s,unseen,,no,0.6389062999514863,52,61
1,001,20,f,r,memory_test,677,415,sushi_09s,unseen,,no,0.924356900039129,52,61
1,001,20,f,r,memory_test,678,416,hamburger_10s,unseen,,yes,0.9604361000237986,52,62
1,001,20,f,r,memory_test,679,417,dreidel_13s,unseen,,no,0.6265830000629649,52,61
1,001,20,f,r,memory_test,680,418,sandbox_10s,seen,yes,no,0.5745657000225037,51,62
1,001,20,f,r,memory_test,681,419,peanut_butter_07s,seen,yes,no,0.7256275999825448,51,62
1,001,20,f,r,memory_test,682,420,pajamas_13s,seen,yes,no,0.5409981000702828,51,62
1,001,20,f,r,memory_test,683,421,macaroni_11s,seen,yes,no,0.7384931999258697,51,62
1,001,20,f,r,memory_test,684,422,container_10s,unseen,,no,0.5966851999983191,52,61
1,001,20,f,r,memory_test,685,423,figurine_11s,seen,yes,no,0.5977642999496311,51,62
1,001,20,f,r,memory_test,686,424,step_stool_11s,seen,yes,no,0.4872736999532208,51,62
1,001,20,f,r,memory_test,687,425,quesadilla_23s,seen,no,yes,3.219433700083755,51,61
1,001,20,f,r,memory_test,688,426,grapefruit_04s,unseen,,no,0.6172531000338495,52,61
1,001,20,f,r,memory_test,689,427,eggplant_05n,seen,no,no,0.5204345000674948,51,62
1,001,20,f,r,memory_test,690,428,pug_19s,seen,yes,yes,1.148879799991846,51,61
1,001,20,f,r,memory_test,691,429,pizza_08s,unseen,,no,0.6015637000091374,52,61
1,001,20,f,r,memory_test,692,430,sorbet_05s,seen,yes,no,0.5404576999135315,51,62
1,001,20,f,r,memory_test,693,431,worm_08n,unseen,,no,0.5650790999643505,52,61
1,001,20,f,r,memory_test,694,432,coin_15s,unseen,,no,0.5424336999421939,52,61
1,001,20,f,r,memory_test,695,433,grapefruit_09s,seen,yes,no,0.7193575999699533,51,62
1,001,20,f,r,memory_test,696,434,dalmatian_01b,unseen,,no,0.9548137000529096,52,61
1,001,20,f,r,memory_test,697,435,otter_02s,unseen,,yes,0.7261636999901384,52,62
1,001,20,f,r,memory_test,698,436,spider_web_14s,seen,yes,no,0.6066542000044137,51,62
1,001,20,f,r,memory_test,699,437,soap_09s,unseen,,no,0.5309102999744937,52,61
1,001,20,f,r,memory_test,700,438,iceskate_07s,unseen,,no,0.6260434000287205,52,61
1,001,20,f,r,memory_test,701,439,doorknocker_04s,unseen,,no,0.42182509996928275,52,61
1,001,20,f,r,memory_test,702,440,saltshaker_07s,seen,yes,no,0.446428700000979,51,62
1,001,20,f,r,memory_test,703,441,boa_02s,seen,no,no,0.48197810002602637,51,62
1,001,20,f,r,memory_test,704,442,apron_13s,seen,yes,no,0.5433720999862999,51,62
1,001,20,f,r,memory_test,705,443,waffle_06s,seen,no,no,1.2755403000628576,51,62
1,001,20,f,r,memory_test,706,444,pretzel_02s,unseen,,yes,0.8237379000056535,52,62
1,001,20,f,r,memory_test,707,445,peg_06s,unseen,,no,0.7932800999842584,52,61
1,001,20,f,r,memory_test,708,446,clasp_09s,seen,no,no,0.6402652999386191,51,62
1,001,20,f,r,memory_test,709,447,shears_03s,unseen,,no,0.7897342999931425,52,61
1,001,20,f,r,memory_test,710,448,corset_17s,unseen,,no,0.48961210006382316,52,61
1,001,20,f,r,memory_test,711,449,bowtie_05s,unseen,,no,0.5477249999530613,52,61
1,001,20,f,r,memory_test,712,450,memory_stick_12s,unseen,,no,0.47975509997922927,52,61
1,001,20,f,r,memory_test,713,451,banana_06s,seen,yes,no,0.8451055000768974,51,62
1,001,20,f,r,memory_test,714,452,costume_04s,seen,no,no,0.5596974999643862,51,62
1,001,20,f,r,memory_test,715,453,saffron_14s,seen,yes,no,0.5173046999843791,51,62
1,001,20,f,r,memory_test,716,454,cream_cheese_12s,unseen,,no,0.5411651999456808,52,61
1,001,20,f,r,memory_test,717,455,drumstick_12s,seen,yes,no,0.5967690000543371,51,62
1,001,20,f,r,memory_test,718,456,pepper2_01b,unseen,,no,0.6053617000579834,52,61
1,001,20,f,r,memory_test,719,457,peanut_butter_02s,unseen,,no,0.6076735999668017,52,61
1,001,20,f,r,memory_test,720,458,clipper2_06s,unseen,,no,0.8563196000177413,52,61
1,001,20,f,r,memory_test,721,459,football_01b,seen,yes,no,1.2212538999738172,51,62
1,001,20,f,r,memory_test,722,460,bedpan_08s,unseen,,no,0.5081325001083314,52,61
1,001,20,f,r,memory_test,723,461,boxer_shorts_09s,unseen,,no,0.501266699982807,52,61
1,001,20,f,r,memory_test,724,462,skewer_01b,seen,no,no,0.4643896999768913,51,62
1,001,20,f,r,memory_test,725,463,sleeping_bag_02s,unseen,,no,0.5073953999672085,52,61
1,001,20,f,r,memory_test,726,464,dishrag_08s,unseen,,no,1.0145244000013918,52,61
1,001,20,f,r,memory_test,727,465,cauliflower_15s,unseen,,yes,1.254603200010024,52,62
1,001,20,f,r,memory_test,728,466,ginger_10s,unseen,,no,0.8255605000304058,52,61
1,001,20,f,r,memory_test,729,467,brush_10s,unseen,,no,0.4042391999391839,52,61
1,001,20,f,r,memory_test,730,468,chinchilla_08s,unseen,,no,0.6298191000241786,52,61
1,001,20,f,r,memory_test,731,469,nutcracker_11s,unseen,,no,0.5607299000257626,52,61
1,001,20,f,r,memory_test,732,470,spacesuit_04s,unseen,,no,0.7224723000545055,52,61
1,001,20,f,r,memory_test,733,471,beanbag_16s,seen,no,no,0.7734433000441641,51,62
1,001,20,f,r,memory_test,734,472,boxing_gloves_10s,unseen,,no,1.0764639000408351,52,61
1,001,20,f,r,memory_test,735,473,mitten_08s,unseen,,no,0.43562919995747507,52,61
1,001,20,f,r,memory_test,736,474,candy_cane_05s,seen,no,no,0.3673071999801323,51,62
1,001,20,f,r,memory_test,737,475,dragonfly_11n,unseen,,no,0.8180842000292614,52,61
1,001,20,f,r,memory_test,738,476,lion_22s,seen,yes,no,1.2086903000017628,51,62
1,001,20,f,r,memory_test,739,477,robot_01b,seen,yes,no,0.41331879992503673,51,62
1,001,20,f,r,memory_test,740,478,punching_bag_09s,unseen,,no,0.40579230000730604,52,61
1,001,20,f,r,memory_test,741,479,corset_08s,seen,no,yes,0.745598700013943,51,61
1,001,20,f,r,memory_test,742,480,kazoo_08s,seen,no,yes,0.7981230999575928,51,61
